{52.52, 13.38}
{48.28, 12.57}
{49.63, 7.83}
{51.83, 9.22}
{53.5, 9.58}
{53.32, 8.83}
{49.21, 8.99}
{48.95, 9.25}
{47.6, 8.37}
{49.92, 10.23}
{49.80, 12.16}
{48.68, 8.35}
{53.28, 9.5}
{53.68, 14.08}
{53.48, 10.65}
{50.13, 11.24}
{49.77, 11.41}
{48.80, 8.78}
{48.92, 8.75}
{48.45, 9.05}
{47.95, 11.97}
{48.12, 9.08}
{48.38, 9.28}
{48.73, 9.63}
{47.80, 12.17}
{50.62, 12.67}
{47.98, 11.47}
{49.09, 11.22}
{48.67, 9.65}
{51.1, 14.52}
{53.03, 10.42}
{48.83, 8.8}
{51.1, 14.32}
{54.07, 10.72}
{54.38, 13.62}
{50.65, 11.1}
{51.15,9.95}
{48.65, 9.37}
{49.4, 9.92}
{49.76,8.62}
{50.27, 8.97}
{49.97, 10.67}
{52.08, 9.78}
{50.68,8.87}
{50.87, 12.18}
{47.78, 12.32}
{49.19,8.54}
{48.62, 9.1}
{49.25, 8.34}
{49., 9.51}
{51.25, 9.17}
{49.03, 8.24}
{49.5, 11.52}
{48.87, 8.45}
{48.47799, 8.75018}
{47.7, 11.77}
{52.12,12.45}
{49., 9.11}
{50.22, 8.4}
{48.38, 12.38}
{51.42,10.37}
{49.4, 9.39}
{48.25, 12.98}
{49.77, 8.88}
{51.13,11.72}
{49.30, 9.97}
{47.83, 12.20}
{52.57,9.03}
{48.4, 13.02}
{48.38, 11.05}
{50.22,6.42}
{49.30, 8.5}
{51.2, 9.48}
{49.84, 12.04}
{51.43, 12.38}
{53.38, 12.6}
{47.77, 12.92}
{50.32, 9.28}
{49.32, 8.82}
{47.522139, 12.431316}
{51.37, 8.8}
{47.6, 11.07}
{49.4,8.44}
{48.02, 8.47}
{49.38, 7.33}
{52.67, 9.62}
{47.75,7.58}
{52.05, 11.45}
{48.62, 8.88}
{49.80, 10.03}
{52.5, 6.88}
{50.87, 10.57}
{49.5, 7.770}
{50.85, 9.20}
{53.95,12.12}
{50.30, 11.27}
{49.87,11.9}
{50.5, 12.53}
{50.80, 8.9}
{50.02, 9.3}
{47.85, 11.6}
{50.4, 8.45}
{51.03, 9.67}
{49.34, 9.07}
{48.28, 11.85}
{48.65, 9.6}
{47.73, 8.43}
{49.23, 11.68}
{54.4, 10.22}
{51.37, 12.72}
{47.85, 7.78}
{54.28, 9.70}
{52.62, 11.17}
{48.47, 10.98}
{48.08, 7.67}
{49.17, 10.08}
{50.63, 8.18}
{50.65, 12.95}
{50.87, 13.02}
{49.08, 9.70}
{48.38, 8.88}
{48.22, 12.07}
{52.02, 10.53}
{49.94, 11.29}
{49.69, 8.78}
{51.35, 9.28}
{48.15, 10.25}
{52.98, 7.62}
{47.65, 10.13}
{50.77, 10.33}
{48.80, 8.85}
{47.87, 8.22}
{49., 12.05}
{48.03, 7.770}
{50.15, 10.13}
{51.22, 10.07}
{49.68, 10.93}
{49.53, 11.8}
{49.05004, 9.14}
{50.22, 11.13}
{48.94, 10.58}
{50.35,7.38}
{48.32, 11.85}
{53.82, 9.62}
{49.29, 9.27}
{50.07,7.45}
{48.13, 8.23}
{50.13, 10.53}
{47.72, 8.32}
{50.2, 8.98}
{48.52,9.15}
{50.48, 9.35}
{50.25, 10.88}
{47.65, 8.57}
{49.27, 11.06}
{50.42, 8.52}
{49.25, 10.02}
{52.42, 10.62}
{48.32, 7.95}
{50.82, 13.1}
{50.2, 9.97}
{51.2, 9.58}
{48.07, 11.25}
{50.13, 7.15}
{49.48, 10.72}
{50.95, 9.93}
{53.4, 9.45}
{48.97, 9.02}
{54.28, 9.65}
{52.126389, 6.915833}
{51.13, 12.81}
{49.9348, 11.49621}
{47.7, 9.07}
{50.98, 14.67}
{49.28, 7.67}
{50.47,7.8}
{48.30, 7.83}
{49.17, 11.63}
{49.79, 9.85}
{50.03,10.93}
{48.75, 13.18}
{48.30, 11.47}
{50.55,9.35}
{52.48, 7.55}
{51.23, 13.65}
{51.48, 13.13}
{48.82, 12.05}
{49.73, 9.23}
{48.53, 12.}
{51.73, 10.62}
{47.92, 11.52}
{49.30, 10.75}
{50.77, 11.08}
{48.03, 9.25}
{48.93, 9.73}
{47.83, 7.95}
{48.73, 8.02}
{48.23, 9.63}
{54.62,8.98}
{49.52, 9.18}
{50.67, 8.52}
{49.32, 12.18}
{53.15, 12.35}
{49.55, 7.4}
{53.87, 11.75}
{50.68, 8.2}
{51., 8.72}
{49.86, 9.08}
{50.6,7.22}
{48.35, 13.20}
{54.32, 8.95}
{49.92,8.34}
{54.15, 12.58}
{48.68, 11.3}
{49.29, 9.56}
{49.17, 10.92}
{52.6,10.53}
{50.7, 8.38}
{50., 10.18}
{48.48, 8.17}
{51.48, 9.57}
{49.36, 8.99}
{54.07, 11.8}
{50.4, 10.02}
{54.23, 10.88}
{49.25, 7.43}
{50.95, 12.77}
{53.9, 12.85}
{49.15, 7.78}
{50.6, 12.17}
{54.05, 10.25}
{49.7, 11.}
{49.22, 8.81}
{51.38, 11.85}
{49.79, 9.15}
{51.37, 13.}
{51.08, 12.92}
{50.67, 12.68}
{49.47, 12.42}
{52.63, 14.37}
{49.9, 9.22}
{48.92, 12.88}
{51.87, 14.42}
{50.35, 8.98}
{49.51, 8.21}
{48.53, 11.8}
{48.83, 10.82}
{49.76, 8.72}
{48.2, 11.8}
{53.15, 11.04}
{49.45, 9.07}
{49.29,9.13}
{48.5, 11.62}
{54.08, 9.67}
{48.80,8.13}
{50.57, 12.73}
{53.52, 11.07}
{48.97, 8.8}
{51.4, 9.47}
{49.44,8.81}
{48.75, 11.07}
{48.07, 9.43}
{49.91, 9.14}
{49.16, 8.98}
{51., 9.55}
{54.27, 10.07}
{49.98, 10.22}
{47.9, 11.57}
{52.95, 7.32}
{53.48, 9.33}
{52.5, 8.92}
{50.85, 7.87}
{50.93,14.62}
{49.47, 10.03}
{49.39, 9.63}
{54.13, 8.85}
{49.17,9.27}
{50.32, 7.8}
{52.48, 10.88}
{48.55,10.23}
{50.15, 7.57}
{53.7, 11.82}
{53.62, 9.3}
{48.58,8.68}
{52.30, 9.17}
{50.57, 10.}
{48.13, 9.8}
{48.43, 11.6}
{49.80, 10.35}
{47.67,12.17}
{50.95, 14.9}
{49.12, 8.28}
{47.82, 12.48}
{50.18, 10.28}
{49.82, 10.87}
{48.9, 9.47}
{48.28, 7.75}
{48.5, 12.17}
{53.32,9.33}
{48.23, 10.78}
{49.12,11.12}
{49.83, 10.02}
{49.06, 9.9}
{53.65, 7.42}
{48.67, 11.97}
{51.15, 9.88}
{47.87, 9.42}
{48.67, 11.45}
{53.58, 11.65}
{49.62, 11.23}
{49.08, 9.98}
{48.93, 9.3}
{48.27, 12.65}
{48.17, 10.12}
{53.5, 13.32}
{50.07, 9.47}
{49.57, 7.850}
{49.45, 8.18}
{54.35, 13.48}
{50.43, 8.3}
{51.32, 10.32}
{50.08, 11.23}
{49.52, 11.32}
{49.08, 9.19}
{47.80,9.5}
{52.28, 14.07}
{48.58, 9.18}
{53.30, 11.08}
{50.22,8.98}
{47.85, 9.67}
{51.17, 12.25}
{51.07, 14.28}
{47.82,8.67}
{50.85, 13.68}
{48.53, 9.92}
{50.9, 12.8}
{49.67, 10.47}
{48.45,10.82}
{47.82, 12.6}
{48.4, 10.20}
{48.799722, 11.466667}
{50.80,13.23}
{49.85, 11.62}
{50.1, 11.75}
{48.95, 12.23}
{51.78,12.63}
{49., 12.20}
{48.82, 9.92}
{50.7, 12.98}
{48.68, 12.5}
{51.23, 13.05}
{48.87, 10.25}
{50.68, 7.38}
{50.5, 9.48}
{52.4, 10.93}
{50.05, 11.67}
{52.9, 10.47}
{48.80,8.12}
{49.45, 7.9}
{51.33, 8.93}
{47.93, 9.53}
{50.13,11.8}
{50.82, 9.85}
{49.48, 7.63}
{48.32, 11.57}
{53.55, 10.92}
{48.28, 10.67}
{47.75, 10.23}
{50.72,13.20}
{48.02, 11.68}
{48.7, 9.47}
{47.97, 7.83}
{52.4,14.17}
{49.6, 11.08}
{49.1, 8.86}
{50.32, 11.75}
{50.97, 13.63}
{49.67,10.93}
{50.88, 8.92}
{50.939444, 10.07}
{48.08, 11.20}
{48.4, 11.98}
{48.68, 11.42}
{48.93, 10.37}
{47.67, 10.35}
{48.22, 8.75}
{48.7, 11.02}
{52.63, 7.98}
{51.27, 13.9}
{50.98, 13.37}
{49.80, 8.83}
{48.92, 9.32}
{50.65, 10.02}
{51.03, 14.}
{51.25, 14.47}
{49.77, 11.93}
{47.80, 8.93}
{52.08, 14.63}
{50.63, 6.48}
{52.75, 7.57}
{52.15, 11.72}
{50.62, 7.23}
{52.52, 13.9}
{52.37, 9.28}
{47.93,7.63}
{50.48, 9.83}
{51.83, 14.15}
{51.43, 13.22}
{49.02, 12.18}
{47.93, 8.88}
{53.27, 10.02}
{48.33,9.72}
{51.55, 11.5}
{49.98, 12.07}
{49.07,10.22}
{50.27, 10.08}
{52.13, 8.38}
{48.13, 9.88}
{54.02, 10.03}
{50.52, 12.95}
{47.77, 9.77}
{49.95, 10.86}
{50.58, 12.77}
{47.72, 11.72}
{48.23, 11.9}
{48.25, 10.1}
{48.73, 13.53}
{49.65, 9.95}
{49.92, 12.18}
{52.87, 13.4}
{52.43, 9.33}
{51.12, 8.63}
{50.43, 11.17}
{50.02, 10.88}
{52.9, 8.58}
{49.4, 8.49}
{47.93, 12.13}
{49.63, 11.02}
{50.88, 12.6}
{48.35, 11.55}
{49.91, 8.13}
{48.67, 9.36}
{49.02, 12.4}
{53.45, 13.38}
{48.95, 8.67}
{50.47, 12.77}
{54.32, 9.72}
{50.85, 13.78}
{48.7, 10.37}
{47.9, 12.53}
{48.5, 11.47}
{51.17, 13.9}
{48.2, 11.15}
{49.25, 12.3}
{48.28, 7.82}
{50.02, 11.38}
{52.25, 14.42}
{49.07, 9.29}
{48.42, 9.03}
{50.80, 12.37}
{49.249444, 9.920278}
{47.97,12.47}
{47.65, 8.08}
{49.2, 9.98}
{52.67, 9.17}
{53.12,12.05}
{49.5, 11.25}
{48.43, 8.82}
{49.85, 10.03}
{50.23,10.95}
{51.95, 14.63}
{48.03, 9.38}
{50.85, 10.}
{50.73, 7.97}
{51.5, 12.73}
{51.97, 11.88}
{48.75, 13.75}
{54.7, 8.57}
{50.75, 12.72}
{53.23, 10.17}
{50.95, 13.77}
{48.65, 9.78}
{54.73, 9.42}
{47.63, 9.53}
{49.87, 9.91}
{48.12,7.98}
{50.87, 13.53}
{49.43, 9.31}
{48.63, 9.}
{47.63, 10.43}
{53.92, 9.38}
{47.92, 11.68}
{51.5, 9.77}
{51.15, 14.8}
{52.73, 10.6}
{52.22, 10.52}
{52.23, 14.17}
{49.68, 10.28}
{49.63, 11.}
{49.81,9.62}
{47.92, 9.1}
{48.55, 12.53}
{51.1, 12.35}
{47.87, 11.4}
{49.82, 7.97}
{52.05, 13.5}
{51.65, 10.23}
{48.88, 8.23}
{52.95,7.520}
{50.18, 10.37}
{47.98,7.97}
{48.22, 8.23}
{47.77, 12.75}
{50.52, 8.27}
{51.18, 10.17}
{48.87, 12.92}
{47.72, 9.47}
{50.62, 12.25}
{52.89, 11.75}
{47.87, 9.58}
{48.68, 9.57}
{47.78, 11.03}
{53.43, 8.82}
{51.2, 11.77}
{48.43, 9.07}
{48.07, 9.83}
{50.63, 7.350}
{50.85, 8.48}
{51.83, 11.75}
{48.52, 10.95}
{48.83, 8.65}
{47.98,11.87}
{48.93, 11.87}
{49.22, 11.53}
{48.68,10.82}
{48.6, 13.08}
{53.53, 11.78}
{47.95, 11.3}
{48.93, 10.97}
{48.55, 9.27}
{50.03, 7.18}
{51.13, 14.88}
{49.09, 9.88}
{54., 9.27}
{48.33, 10.73}
{48.77, 10.8}
{50.88, 11.92}
{49.94, 8.19}
{50.80, 10.62}
{48.67, 11.22}
{51.15, 8.77}
{48., 12.}
{47.82, 9.07}
{51.28, 12.75}
{48.9, 13.18}
{51.63, 11.15}
{54.03, 11.67}
{53.65, 9.87}
{51.2,12.88}
{50.65, 13.08}
{48.17, 7.92}
{49.39, 9.26}
{51.08,12.45}
{49.55, 12.02}
{48.37,11.47}
{48.98, 9.45}
{53.07,7.270}
{50.2, 7.87}
{54.25, 12.25}
{49.4, 10.78}
{47.97,11.78}
{49.71, 9.27}
{54.72, 9.67}
{47.78, 12.13}
{49.48,11.98}
{50.38, 6.55}
{47.58, 9.85}
{54.15, 12.}
{50.2, 10.97}
{51.08, 9.53}
{50.35, 11.32}
{47.85, 12.55}
{51.87, 9.5}
{52.13,11.5}
{48.15, 8.2}
{50.23, 10.1}
{47.80, 9.4}
{52.27, 9.37}
{50.83, 10.17}
{53.30,7.600}
{50.88, 10.52}
{49.98, 10.32}
{48.22,12.13}
{48.82, 9.97}
{48.33, 8.67}
{51.18, 13.53}
{52.58,10.18}
{50.75, 13.02}
{47.77, 12.15}
{50.7,13.23}
{48.92, 9.57}
{47.80, 9.17}
{50.92, 14.77}
{48.48, 10.37}
{50.55, 8.62}
{48., 12.82}
{47.67,11.37}
{52.83, 10.28}
{47.58, 10.3}
{49.17, 7.67}
{50.33, 10.97}
{51.68, 12.73}
{49.77, 11.33}
{49.62, 7.33}
{48.32, 11.20}
{48.27, 8.42}
{50.95, 14.65}
{47.9, 11.37}
{51.35, 13.23}
{48.62, 13.53}
{53.67, 9.92}
{47.9,9.62}
{52.7, 7.600}
{50.28, 11.95}
{48.4, 8.72}
{51.57, 14.18}
{50.1, 10.15}
{50.97, 8.97}
{48.7, 8.83}
{48.08, 11.15}
{51.25, 10.67}
{49.85, 9.08}
{51.62, 10.22}
{49.98, 10.25}
{49.21, 9.20}
{49.18,7.850}
{49.52, 8.77}
{52.48, 7.83}
{48.6, 9.3}
{50.7, 8.70}
{48.07, 9.62}
{47.65, 7.78}
{53.4,10.42}
{50.78, 10.42}
{49.65, 9.75}
{50.68, 12.03}
{49.31,8.13}
{49.88, 9.17}
{50.82, 10.37}
{49.15, 12.65}
{48.45,11.77}
{50.30, 11.37}
{50.18, 10.85}
{49.65,11.25}
{54.30, 8.63}
{49.26, 12.97}
{48.67, 13.5}
{51.27,12.8}
{48.2, 12.77}
{50.53, 11.65}
{50.57, 12.8}
{51.93, 11.22}
{51.2,12.4}
{53.47, 13.58}
{48.4, 12.6}
{52.92, 9.98}
{49.26, 9.38}
{49.82, 9.26}
{51.63, 12.12}
{53.67, 9.67}
{51.63, 9.45}
{48., 9.82}
{48.37, 12.58}
{51.47, 13.87}
{48.92,13.37}
{48.67, 10.68}
{54.03, 12.47}
{50.5, 11.85}
{50.77,13.02}
{48.22, 11.83}
{51.55, 14.72}
{51.78, 11.59}
{53.92,10.98}
{50.02, 7.67}
{48.18, 12.43}
{49.81, 9.87}
{50.63,12.93}
{50.28, 12.23}
{49.73, 9.92}
{48.03, 11.08}
{48.05, 8.3}
{50.62, 9.42}
{49.38, 11.3}
{47.83, 10.63}
{48.27, 9.9}
{47.77, 8.13}
{52.2, 12.77}
{49.98, 9.3}
{53.87, 11.70}
{49.87, 7.98}
{48.18, 9.9}
{51.32, 14.33}
{49.48, 7.75}
{50.32, 10.92}
{51.05, 14.85}
{50.67, 12.62}
{49.37, 8.06}
{48.28, 8.35}
{48.6, 9.8}
{49.27, 12.32}
{49.03, 9.16}
{50.03, 10.27}
{51.47, 12.45}
{49.75, 11.9}
{49.63, 12.07}
{52.15, 14.17}
{49.42, 7.48}
{50.25, 11.38}
{49.75, 9.33}
{48.67, 12.75}
{50.02, 11.5}
{49.06, 8.93}
{50.43, 8.73}
{50.03, 8.08}
{50.75, 12.3}
{47.7, 10.23}
{51.85, 11.53}
{50.08, 10.27}
{50.82, 9.98}
{50.9, 12.43}
{49.29, 9.62}
{48.47, 12.72}
{47.72, 11.77}
{50.73, 11.85}
{52.97, 12.03}
{50.75, 12.68}
{48.30, 8.05}
{49.98, 10.85}
{48.2, 8.65}
{50.53, 12.83}
{48., 12.42}
{50.5, 7.33}
{48.48, 11.18}
{48.77, 9.68}
{48.65, 8.13}
{49.30, 8.96}
{48.47,12.20}
{50.62, 8.07}
{51.95, 11.43}
{50.47,11.17}
{48.32, 12.87}
{49.77, 10.98}
{48.57, 9.85}
{53.37, 8.65}
{48.77, 12.52}
{49.94, 8.74}
{50.88, 10.97}
{48.08, 9.75}
{52.98, 12.25}
{49.92,11.47}
{50.38, 7.33}
{50.93, 12.02}
{47.80, 7.68}
{51.22,10.95}
{49.98, 10.68}
{50.80,13.17}
{48.5, 9.52}
{48.43, 11.85}
{51.52,14.70}
{49.14, 8.09}
{48.25, 12.43}
{51.73,11.13}
{50.83, 9.57}
{48.05, 11.08}
{48.08, 12.03}
{49.5,7.850}
{49.13, 10.23}
{48.73, 13.07}
{48.55, 12.27}
{50.03, 9.13}
{50.63, 13.12}
{51.42, 12.88}
{52.73, 10.25}
{52.6, 9.1}
{47.80, 11.48}
{48.62, 9.27}
{50.83, 10.02}
{50.47, 11.53}
{53.48, 10.28}
{47.62, 7.98}
{48.57, 13.65}
{50.07, 9.23}
{47.80, 11.}
{48.48, 8.02}
{54.63, 9.78}
{51., 13.07}
{49.34, 9.8}
{48.05, 12.12}
{49.77,9.52}
{50.17, 9.47}
{48.12, 7.73}
{47.85, 7.63}
{51.43, 12.68}
{47.83, 8.77}
{48.13, 8.75}
{49.82, 7.850}
{48., 8.78}
{52.80, 9.15}
{49.63, 8.88}
{49.34, 8.8}
{49.41, 8.84}
{47.73, 7.57}
{51.05,9.6}
{53.52, 7.28}
{48.15, 12.28}
{47.73,9.35}
{50.15, 11.95}
{52.62, 10.6}
{50.58,11.98}
{50.62, 13.02}
{51.97, 10.72}
{48.23, 9.1}
{53.2, 13.3}
{49.72,8.48}
{48.15, 10.77}
{48.47, 10.6}
{49.61, 9.74}
{53.12,10.22}
{49.17, 10.4}
{49.95, 7.83}
{50.30, 11.47}
{47.93, 10.67}
{48.65,10.78}
{48.67, 12.1}
{50.53, 12.53}
{48.07, 9.27}
{49.80, 9.82}
{49.03, 12.22}
{51.42, 9.18}
{48.67, 9.52}
{48.15, 11.08}
{52.5, 7.95}
{50.75, 12.17}
{54.08, 9.78}
{48.7, 13.4}
{51.13, 12.82}
{54.35, 10.18}
{48.57, 10.92}
{48.52, 10.53}
{49.80, 8.35}
{49.01, 9.67}
{49.6, 8.05}
{50.97, 12.5}
{50.6, 13.08}
{48.58, 9.70}
{49.4, 11.77}
{47.53,11.12}
{49.41, 8.19}
{48.4, 12.82}
{50.48, 11.4}
{53.42, 10.27}
{47.82, 8.82}
{51.45, 12.93}
{50.67, 10.37}
{48.63, 11.1}
{48.15, 8.8}
{48.95, 12.55}
{50.02, 9.25}
{47.62, 9.92}
{49.95, 7.4}
{48.18, 8.35}
{52.62, 7.72}
{49.95, 9.42}
{47.75, 11.45}
{48.33, 9.3}
{49.65, 10.16}
{48.22, 10.18}
{47.77, 9.67}
{50.42, 7.33}
{53.77, 11.47}
{51.03, 8.97}
{49.07, 10.97}
{50.65, 11.}
{49.78, 8.19}
{54.07, 13.9}
{47.67, 8.9}
{51.92, 13.33}
{51.72, 12.3}
{48.08, 10.93}
{47.83, 11.73}
{48.62, 8.97}
{51.23, 14.52}
{50.68, 12.12}
{47.95, 10.4}
{49.73, 8.96}
{54.47, 9.1}
{51.68, 12.3}
{53.98, 9.12}
{48.12, 10.92}
{49.5, 11.47}
{50.9, 13.27}
{48.4,7.770}
{53.27, 7.38}
{51.73, 13.02}
{48.55, 12.57}
{50.02, 11.68}
{49.93, 10.78}
{49.37, 11.62}
{48.57, 12.75}
{50.98, 14.12}
{51.92, 9.65}
{49.6, 10.63}
{53.273765, 12.81827}
{48.83, 8.83}
{53.42, 10.38}
{50.85,11.20}
{50.35, 11.22}
{50.82, 8.45}
{48.17, 7.65}
{49.45,8.9}
{49.87, 11.17}
{50.2, 10.67}
{49.89, 8.22}
{47.48, 11.02}
{48.6, 12.32}
{48.27, 7.73}
{53.80, 11.70}
{48.08, 8.55}
{48.65, 10.3}
{47.88, 12.33}
{50.38, 12.32}
{48.15, 9.62}
{50.08, 9.67}
{50.2, 12.1}
{51.68, 13.6}
{47.80, 10.35}
{48.07, 11.03}
{50.67, 10.98}
{47.7, 9.75}
{48.35, 12.78}
{53.2, 10.43}
{51.25, 12.13}
{49.18, 9.04}
{49.03, 12.53}
{49.76, 9.83}
{49.68, 11.03}
{54.77, 8.88}
{53.58, 12.08}
{47.92,12.07}
{54.38, 9.6}
{48.23, 9.93}
{49.9, 7.9}
{51.18,11.07}
{48.68, 13.12}
{48.15,9.37}
{53.72, 9.06}
{50.58, 7.37}
{50.78, 12.63}
{51.17,12.43}
{51.68, 13.65}
{51.47, 10.75}
{47.95, 11.43}
{49.1, 9.68}
{52.1,14.27}
{48.53, 8.77}
{48.15, 7.75}
{48.95, 9.32}
{50.47, 10.22}
{50.53,11.38}
{49.63, 10.92}
{47.73, 11.55}
{51.02, 12.93}
{49.22,10.07}
{53.82, 10.02}
{48.45, 10.67}
{53.68, 8.57}
{54.7, 9.6}
{48.15,11.85}
{48.62, 12.43}
{48., 12.32}
{48.6, 9.5}
{48.72,10.62}
{51.2, 12.75}
{48.08, 10.13}
{47.87,8.9}
{48.12, 11.17}
{49.67, 9.64}
{50.37,11.65}
{53.22, 9.08}
{49.5, 8.04}
{52.47, 8.85}
{50.13,12.}
{47.57, 8.43}
{51.92, 12.78}
{50.7, 8.45}
{49.2,10.18}
{51.25, 14.4}
{54.12, 10.43}
{48.97, 8.75}
{49.73, 12.28}
{53.80, 10.75}
{48.07, 12.37}
{53.55, 11.5}
{49.23, 9.42}
{47.63, 10.82}
{50.45, 12.07}
{51.58, 9.57}
{50.15, 11.65}
{48.67, 9.45}
{52.37, 13.88}
{50.67, 13.03}
{50.25, 7.37}
{51.25, 13.52}
{49.30, 12.92}
{53.65, 12.27}
{49.80, 10.23}
{51.63, 9.57}
{51.2, 14.67}
{50.95, 8.72}
{50.75, 10.8}
{50.07, 11.6}
{51.23, 12.55}
{49.35,12.53}
{48.25, 8.6}
{49.05, 9.19}
{53.97,14.17}
{54.15, 9.28}
{50.18, 11.63}
{48.5, 12.07}
{54.43, 10.13}
{47.7,11.4}
{50.27, 11.85}
{49.77, 6.57}
{53.64,9.21}
{49.37, 12.02}
{47.62, 10.5}
{48.27,10.45}
{48.23, 8.55}
{51.58, 11.47}
{48.5,12.1}
{49.94, 8.21}
{50.92, 11.87}
{48.27, 12.25}
{48.12, 11.08}
{48.58, 9.45}
{51.27, 10.33}
{48.88, 9.77}
{48.30, 11.87}
{49.57, 8.11}
{51.25, 13.22}
{48.15, 11.3}
{50.42, 7.520}
{51.12, 12.02}
{54.07, 10.23}
{49.92, 11.87}
{48.37, 8.70}
{49.9,7.93}
{49.58, 12.15}
{50.77, 9.12}
{48.85,13.48}
{53.65, 10.32}
{51.48, 9.28}
{48.98, 12.57}
{49.07, 9.76}
{48.80, 12.32}
{49.76, 9.98}
{48.22, 12.57}
{48.85, 12.62}
{48.72, 13.33}
{48.52, 10.82}
{53.18, 10.74}
{48.88, 10.46}
{50.2, 8.8}
{50.93, 12.88}
{50.82, 11.93}
{50.1, 10.03}
{49.9, 10.07}
{48.32, 11.98}
{53.67, 14.19}
{49.27, 7.58}
{47.58, 10.73}
{48.48, 8.88}
{51.1, 8.93}
{51.80, 12.4}
{48.93, 9.37}
{48.22, 7.72}
{47.73, 12.47}
{50.1, 11.87}
{49.72, 9.21}
{50.77, 7.67}
{50.52, 8.18}
{51.18, 14.32}
{51.32, 10.77}
{53.75,12.38}
{50.17, 11.20}
{50.17, 11.5}
{49.82, 12.43}
{52.32, 11.62}
{53.92, 13.35}
{53.37, 9.22}
{48.17, 11.92}
{47.82, 9.8}
{52.78, 9.22}
{50.43, 9.4}
{48.65, 12.17}
{49.93, 7.32}
{52.6,10.95}
{50.72, 9.97}
{48.38,10.37}
{48.57, 9.4}
{50.62, 7.350}
{51.37, 10.43}
{50., 9.15}
{47.93, 10.82}
{53.62, 9.08}
{49.15, 9.32}
{47.87, 11.8}
{48.73, 13.70}
{49.25, 8.68}
{48., 12.63}
{49.35, 10.88}
{50., 10.20}
{48.13, 7.62}
{52.97, 13.75}
{48.95, 8.23}
{53.68, 9.9}
{49.23, 10.58}
{53.97, 12.72}
{50.32, 11.25}
{49.4, 8.24}
{48.77, 11.97}
{50.95, 9.07}
{51.93, 9.9}
{53.78, 9.06}
{48.1, 10.65}
{51., 8.55}
{50.83, 11.18}
{49.75, 11.72}
{52.42, 14.53}
{49.75, 8.86}
{53.80, 10.23}
{48.95, 13.20}
{50.80, 9.9}
{53.6, 9.55}
{51.,9.22}
{48.2, 10.82}
{50.78, 11.02}
{51.07,14.35}
{50.4, 11.02}
{53.18, 10.4}
{49.48, 11.8}
{50.53,9.8}
{48.83, 12.72}
{48.5675, 8.15056}
{52.37, 10.53}
{50.85, 9.47}
{49.37, 8.45}
{49.07,13.1}
{50.83, 9.28}
{54.02, 10.17}
{48.57, 9.27}
{50.4, 7.47}
{50.82,9.73}
{48.5, 11.37}
{48.87, 12.87}
{51.2, 9.93}
{48.92, 12.17}
{50.2, 11.13}
{54.23, 9.67}
{49.1, 12.48}
{48.37, 12.}
{48.27, 7.95}
{49.80, 11.03}
{48.2, 8.58}
{48.27, 10.05}
{49.47, 8.75}
{49.25, 8.27}
{49.98, 9.82}
{53.13, 11.25}
{48.27, 12.47}
{49.93, 10.92}
{48.75, 11.85}
{50.45, 7.28}
{51.07,10.07}
{49.62, 9.6}
{49.6, 11.05}
{48.08, 7.73}
{51.17,13.05}
{47.82, 10.87}
{48.93,10.15}
{51.57, 10.77}
{51.12, 14.1}
{52.08, 10.23}
{47.63,11.23}
{50.98, 14.}
{47.78,10.29}
{49.35, 12.37}
{52.6, 13.22}
{49.59,9.41}
{50.95, 11.75}
{50.30, 7.45}
{51.5, 12.6}
{48.35,10.45}
{52.55, 10.18}
{50.67, 12.35}
{52.67, 11.57}
{48.6, 8.28}
{48.45, 7.97}
{53.47, 10.32}
{50.80, 13.55}
{48.9, 12.67}
{47.85,9.20}
{53.28, 12.97}
{47.97, 8.02}
{51.,13.37}
{52.97, 12.98}
{49.7, 8.25}
{50.7, 10.98}
{49.30, 10.65}
{49.82, 10.35}
{48.28, 11.17}
{48.43, 10.27}
{49.6, 11.35}
{47.98, 11.18}
{48.4, 12.38}
{50.77, 13.78}
{54.43,12.68}
{54.05, 12.05}
{49.84, 9.86}
{50.52, 13.1}
{52.48, 8.02}
{50.37, 9.92}
{50.22, 6.98}
{48.67, 13.08}
{47.82, 11.13}
{50.58, 9.20}
{49.18, 9.32}
{48.1, 7.92}
{48.92, 13.08}
{50.30, 6.66}
{53.33,10.45}
{49.48, 8.26}
{50.58,12.87}
{53.65, 10.37}
{54.15, 10.33}
{48.02,8.93}
{49.06, 8.66}
{50.45, 7.600}
{49.86, 9.81}
{48.72,9.6}
{47.77, 10.35}
{47.68, 8.98}
{50.67, 13.47}
{48.43, 8.}
{47.73, 8.93}
{48.42, 10.28}
{48.92, 12.20}
{49.85, 11.35}
{49., 9.21}
{47.85, 9.75}
{53.30, 10.52}
{49.93, 8.16}
{52.75, 9.58}
{50.80,12.1}
{48.67, 8.6}
{50.72, 10.13}
{51.15, 14.1}
{51.02, 10.17}
{47.53,10.28}
{48.75, 8.05}
{50.87, 12.52}
{47.67, 8.23}
{48.6,11.76}
{48.18, 11.98}
{50.77, 9.65}
{50.92, 10.20}
{50.,10.6}
{48.30, 9.98}
{50.32, 9.}
{49.33, 10.52}
{48.83,8.28}
{50.7, 11.93}
{48.38, 11.42}
{52.38, 12.4}
{51.6, 12.3}
{50.1, 7.73}
{48.1, 8.43}
{47.85,10.93}
{53.97, 11.17}
{51.65, 12.88}
